goal_oriented,rms_visible_pixel_displacement,10100,1.274427e0,2.147850e0,4336,0.018001,0.018335,0.707107,false,false,false,0.018250,0.017950,1.016713,0.018606,0.018273,0.429307,4336,64,35,false,0.7500,3,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.364154,0.370917,0.149891,0,16236.5,0.981767,0.982297,0.980848,box_exact,38.0,0.000000,0,0.000000,0.046472,29|0|0|35,true,false,3800.0,0.000000,8.747515,2.008345,0.332862,1920x1080,29.078625,1538,0.196262,7,6.120832e0,1.598986e-2,769
camera_distance,rms_visible_pixel_displacement,248,2.123138e0,1.000000e-4,156,0.004520,0.016629,0.707107,false,false,false,0.004640,0.004510,1.028825,0.017106,0.016395,0.500000,124,32,27,true,0.0600,0,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.223721,0.823073,0.038510,0,383.5,0.271812,0.275092,0.271252,thin_plate,38.0,0.258065,64,0.000000,0.320501,5|27|0|0,true,false,1016.0,0.301038,8.747515,2.008345,0.332862,1920x1080,515.071192,289,0.180691,7,9.489396e0,2.750623e-3,175
camera_distance,rms_visible_pixel_displacement,632,2.018027e0,1.000000e-4,441,0.004520,0.016629,0.707107,false,false,false,0.004640,0.004510,1.028825,0.017106,0.016395,0.500000,316,32,32,true,0.1500,1,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.223721,0.823073,0.038510,0,958.0,0.271812,0.275092,0.271252,thin_plate,38.0,0.400316,253,0.000000,0.320501,0|17|15|0,true,false,1016.0,0.301038,8.747515,2.008345,0.332862,1920x1080,515.071192,289,0.180691,7,9.489396e0,2.668448e-3,175
camera_distance,rms_visible_pixel_displacement,1016,3.744388e-15,1.000000e-4,638,0.004520,0.016629,0.707107,false,false,false,0.004640,0.004510,1.028825,0.017106,0.016395,0.500000,508,32,32,true,0.3500,2,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.223721,0.823073,0.038510,0,2224.0,0.271812,0.275092,0.271252,thin_plate,38.0,0.257874,262,0.000000,0.320501,0|0|24|8,true,false,1016.0,0.301038,8.747515,2.008345,0.332862,1920x1080,515.071192,289,0.180691,7,6.565893e-15,3.469447e-18,175
camera_distance,rms_visible_pixel_displacement,3320,3.744388e-15,1.000000e-4,2196,0.004520,0.016629,0.707107,false,false,false,0.004640,0.004510,1.028825,0.017106,0.016395,0.500000,1660,32,32,true,0.7500,3,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.223721,0.823073,0.038510,0,4792.0,0.271812,0.275092,0.271252,thin_plate,38.0,0.324699,1078,0.000000,0.320501,0|0|13|19,true,false,1016.0,0.301038,8.747515,2.008345,0.332862,1920x1080,515.071192,289,0.180691,7,6.565893e-15,3.469447e-18,175
goal_oriented,rms_visible_pixel_displacement,248,2.123138e0,1.000000e-4,110,0.004520,0.016629,0.707107,false,false,false,0.004640,0.004510,1.028825,0.017106,0.016395,0.112903,28,32,6,true,0.0600,0,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.223721,0.823073,0.038510,0,355.0,0.271812,0.275092,0.271252,thin_plate,38.0,0.358871,89,0.000000,0.320501,26|3|1|2,true,false,1016.0,0.301038,8.747515,2.008345,0.332862,1920x1080,515.071192,289,0.180691,7,9.489396e0,2.750623e-3,175
goal_oriented,rms_visible_pixel_displacement,536,3.744388e-15,1.000000e-4,158,0.004520,0.016629,0.707107,false,false,false,0.004640,0.004510,1.028825,0.017106,0.016395,0.052239,28,32,6,true,0.1500,1,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.223721,0.823073,0.038510,0,643.0,0.271812,0.275092,0.271252,thin_plate,38.0,0.255597,137,0.000000,0.320501,26|0|4|2,true,false,1016.0,0.301038,8.747515,2.008345,0.332862,1920x1080,515.071192,289,0.180691,7,6.565893e-15,3.469447e-18,175
goal_oriented,rms_visible_pixel_displacement,2072,3.744388e-15,1.000000e-4,565,0.004520,0.016629,0.707107,false,false,false,0.004640,0.004510,1.028825,0.017106,0.016395,0.013996,29,32,6,false,0.3500,2,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.223721,0.823073,0.038510,0,2179.0,0.271812,0.275092,0.271252,thin_plate,38.0,0.262066,543,0.000000,0.320501,26|0|0|6,true,false,1016.0,0.301038,8.747515,2.008345,0.332862,1920x1080,515.071192,289,0.180691,7,6.565893e-15,3.469447e-18,175
goal_oriented,rms_visible_pixel_displacement,2072,3.744388e-15,1.000000e-4,565,0.004520,0.016629,0.707107,false,false,false,0.004640,0.004510,1.028825,0.017106,0.016395,0.013996,29,32,6,false,0.7500,3,0.20,1,1,true,true,near,0.3000x0.6200x1.3000,0.223721,0.823073,0.038510,0,2179.0,0.271812,0.275092,0.271252,thin_plate,38.0,0.262066,543,0.000000,0.320501,26|0|0|6,true,false,1016.0,0.301038,8.747515,2.008345,0.332862,1920x1080,515.071192,289,0.180691,7,6.565893e-15,3.469447e-18,175
camera_distance,rms_visible_pixel_displacement,248,1.546494e0,6.195616e-1,124,0.004580,0.014725,0.707107,false,false,false,0.004660,0.004560,1.021930,0.015006,0.014448,0.500000,124,32,29,true,0.0600,0,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.223781,0.719454,0.038510,0,382.0,0.311043,0.315613,0.310542,thin_plate,38.0,0.000000,0,0.000000,0.320501,3|29|0|0,true,false,1016.0,0.000000,8.747515,2.008345,0.332862,1920x1080,28.495007,289,0.180691,7,1.465883e1,1.936723e-2,257
camera_distance,rms_visible_pixel_displacement,632,1.055448e0,6.195616e-1,316,0.004580,0.014725,0.707107,false,false,false,0.004660,0.004560,1.021930,0.015006,0.014448,0.500000,316,32,32,true,0.1500,1,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.223781,0.719454,0.038510,0,958.0,0.311043,0.315613,0.310542,thin_plate,38.0,0.000000,0,0.000000,0.320501,0|17|15|0,true,false,1016.0,0.000000,8.747515,2.008345,0.332862,1920x1080,28.495007,289,0.180691,7,1.340609e1,1.368917e-2,257
camera_distance,rms_visible_pixel_displacement,1016,6.195616e-1,6.195616e-1,508,0.004580,0.014725,0.707107,false,false,false,0.004660,0.004560,1.021930,0.015006,0.014448,0.500000,508,32,32,true,0.3500,2,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.223781,0.719454,0.038510,0,2224.0,0.311043,0.315613,0.310542,thin_plate,38.0,0.000000,0,0.000000,0.320501,0|0|21|11,true,false,1016.0,0.000000,8.747515,2.008345,0.332862,1920x1080,28.495007,289,0.180691,7,7.329414e0,7.797286e-3,257
camera_distance,rms_visible_pixel_displacement,2936,3.097808e-1,6.195616e-1,1276,0.004580,0.014725,0.707107,false,false,false,0.004660,0.004560,1.021930,0.015006,0.014448,0.434605,1276,32,32,true,0.7500,3,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.223781,0.719454,0.038510,0,4792.0,0.311043,0.315613,0.310542,thin_plate,38.0,0.000000,0,0.000000,0.320501,0|0|10|22,true,false,1016.0,0.000000,8.747515,2.008345,0.332862,1920x1080,28.495007,289,0.180691,7,3.664707e0,3.898643e-3,257
goal_oriented,rms_visible_pixel_displacement,248,1.153855e0,4.209916e-1,28,0.004580,0.014725,0.707107,false,false,false,0.004660,0.004560,1.021930,0.015006,0.014448,0.112903,28,32,16,true,0.0600,0,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.223781,0.719454,0.038510,0,382.0,0.311043,0.315613,0.310542,thin_plate,38.0,0.000000,0,0.000000,0.320501,16|12|4|0,true,false,1016.0,0.000000,8.747515,2.008345,0.332862,1920x1080,28.495007,289,0.180691,7,1.340609e1,1.484480e-2,257
goal_oriented,rms_visible_pixel_displacement,536,6.195616e-1,4.209916e-1,28,0.004580,0.014725,0.707107,false,false,false,0.004660,0.004560,1.021930,0.015006,0.014448,0.052239,28,32,16,true,0.1500,1,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.223781,0.719454,0.038510,0,946.0,0.311043,0.315613,0.310542,thin_plate,38.0,0.000000,0,0.000000,0.320501,16|0|15|1,true,false,1016.0,0.000000,8.747515,2.008345,0.332862,1920x1080,28.495007,289,0.180691,7,7.329414e0,7.797286e-3,257
goal_oriented,rms_visible_pixel_displacement,1688,3.097808e-1,4.209916e-1,28,0.004580,0.014725,0.707107,false,false,false,0.004660,0.004560,1.021930,0.015006,0.014448,0.016588,28,32,16,true,0.3500,2,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.223781,0.719454,0.038510,0,2218.0,0.311043,0.315613,0.310542,thin_plate,38.0,0.000000,0,0.000000,0.320501,16|0|10|6,true,false,1016.0,0.000000,8.747515,2.008345,0.332862,1920x1080,28.495007,289,0.180691,7,3.664707e0,3.898643e-3,257
goal_oriented,rms_visible_pixel_displacement,2072,3.097808e-1,4.209916e-1,28,0.004580,0.014725,0.707107,false,false,false,0.004660,0.004560,1.021930,0.015006,0.014448,0.013514,28,32,16,false,0.7500,3,0.20,1,1,true,true,wide,4.0783x8.4286x17.6728,0.223781,0.719454,0.038510,0,3250.0,0.311043,0.315613,0.310542,thin_plate,38.0,0.000000,0,0.000000,0.320501,16|0|0|16,true,false,1016.0,0.000000,8.747515,2.008345,0.332862,1920x1080,28.495007,289,0.180691,7,3.664707e0,3.898643e-3,257
