L^3,M_L1,372,1.431023e2,false,false,violation_outside_l1,false,true,false,3.313708e9,2.080190e3,32,0.086022,372,false,true,0.014000,5.138122,0.250000000,3.720000e2,4.441e-16,372,false,1.334239e-1,M_L3,true,3.561685e1,4.000000,1.025110e3,2.562775e2,torus,4,torus|17|L^3,96,96,1.461154e0,1,2.019258e1,0,3,1.076818e0,true,17,7.759428e-1,8.026164,21,0.051755,element_exceeds_domain,0,72,72,M_L1
L^3,M_L2,372,2.541414e2,false,false,violation_outside_l1,false,true,false,3.313708e9,2.080190e3,32,0.086022,372,false,true,0.014000,5.138122,0.250000000,3.720000e2,8.882e-16,372,false,1.249847e-1,M_L3,true,3.561685e1,4.000000,1.747025e3,4.367562e2,torus,4,torus|17|L^3,96,96,1.461154e0,2,2.090311e1,0,3,1.064938e0,true,17,7.759428e-1,8.026164,21,0.045865,element_exceeds_domain,0,72,72,M_L1
L^3,M_L3,372,3.521967e2,false,false,violation_outside_l1,false,true,false,3.313708e9,2.080190e3,32,0.086022,372,false,true,0.014000,5.138122,0.250000000,3.720000e2,1.110e-15,372,false,1.237980e-1,M_L3,true,3.561685e1,4.000000,2.360737e3,5.901843e2,torus,4,torus|17|L^3,96,96,1.461154e0,3,2.110142e1,0,3,1.053978e0,true,17,7.759428e-1,8.026164,21,0.042565,element_exceeds_domain,0,72,72,M_L1
L^3,M_Linf,372,1.148562e3,false,false,violation_outside_l1,false,true,false,3.313708e9,2.080190e3,32,0.086022,372,false,true,0.014000,5.138122,0.250000000,3.720000e2,6.661e-16,372,false,1.445179e-1,M_L3,true,3.561685e1,4.000000,6.940651e3,1.735163e3,torus,4,torus|17|L^3,96,96,1.461154e0,inf,2.075867e1,0,3,9.005019e-1,true,17,7.759428e-1,8.026164,21,0.031277,element_exceeds_domain,0,72,72,M_L1
L^inf,M_L1,372,3.835412e2,false,false,violation_outside_l1,false,true,false,3.313708e9,2.080190e3,32,0.086022,372,false,true,0.014000,5.138122,0.250000000,3.720000e2,4.441e-16,372,false,3.379144e-1,M_Linf,true,3.561685e1,4.000000,1.025110e3,2.562775e2,torus,4,torus|17|L^inf,96,96,5.785761e0,1,2.019258e1,0,inf,1.076818e0,true,17,7.058382e-1,6.785761,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^inf,M_L2,372,6.542593e2,false,false,violation_outside_l1,false,true,false,3.313708e9,2.080190e3,32,0.086022,372,false,true,0.014000,5.138122,0.250000000,3.720000e2,8.882e-16,372,false,2.581205e-1,M_Linf,true,3.561685e1,4.000000,1.747025e3,4.367562e2,torus,4,torus|17|L^inf,96,96,5.785761e0,2,2.090311e1,0,inf,1.064938e0,true,17,7.058382e-1,6.785761,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^inf,M_L3,372,8.844015e2,false,false,violation_outside_l1,false,true,false,3.313708e9,2.080190e3,32,0.086022,372,false,true,0.014000,5.138122,0.250000000,3.720000e2,1.110e-15,372,false,2.244268e-1,M_Linf,true,3.561685e1,4.000000,2.360737e3,5.901843e2,torus,4,torus|17|L^inf,96,96,5.785761e0,3,2.110142e1,0,inf,1.053978e0,true,17,7.058382e-1,6.785761,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^inf,M_Linf,372,2.602619e3,false,false,violation_outside_l1,false,true,false,3.313708e9,2.080190e3,32,0.086022,372,false,true,0.014000,5.138122,0.250000000,3.720000e2,6.661e-16,372,false,1.445179e-1,M_Linf,true,3.561685e1,4.000000,6.940651e3,1.735163e3,torus,4,torus|17|L^inf,96,96,5.785761e0,inf,2.075867e1,0,inf,9.005019e-1,true,17,7.058382e-1,6.785761,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^1,M_L1,1524,3.178822e0,true,false,theory_holds,true,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,1.554e-15,1524,true,2.236170e-2,M_L1,true,1.297650e1,4.000000,5.041199e2,1.260300e2,torus,4,torus|33|L^1,96,96,0.000000e0,1,8.605073e1,0,1,1.213730e0,true,33,7.524716e-1,7.526108,21,0.038842,none,0,72,72,M_L1
L^1,M_L2,1524,5.570795e0,true,false,theory_holds,true,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,8.882e-16,1524,true,2.272244e-2,M_L1,true,1.297650e1,4.000000,8.330578e2,2.082644e2,torus,4,torus|33|L^1,96,96,0.000000e0,2,9.393089e1,0,1,1.200128e0,true,33,7.524716e-1,7.526108,21,0.036693,none,0,72,72,M_L1
L^1,M_L3,1524,7.651659e0,true,false,theory_holds,true,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,2.887e-15,1524,true,2.324261e-2,M_L1,true,1.297650e1,4.000000,1.105175e3,2.762937e2,torus,4,torus|33|L^1,96,96,0.000000e0,3,9.790777e1,0,1,1.196593e0,true,33,7.524716e-1,7.526108,21,0.035465,none,0,72,72,M_L1
L^1,M_Linf,1524,2.392416e1,true,false,theory_holds,true,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,5.995e-15,1524,true,2.742341e-2,M_L1,true,1.297650e1,4.000000,3.023431e3,7.558578e2,torus,4,torus|33|L^1,96,96,0.000000e0,inf,1.093956e2,0,1,1.175554e0,true,33,7.524716e-1,7.526108,21,0.031093,none,0,72,72,M_L1
L^2,M_L1,1524,2.198314e1,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,1.554e-15,1524,false,2.440494e-2,M_L2,true,1.297650e1,4.000000,5.041199e2,1.260300e2,torus,4,torus|33|L^2,96,96,7.445235e-1,1,8.605073e1,0,2,1.213730e0,true,33,7.445235e-1,7.468167,21,0.048077,element_exceeds_domain,0,72,72,M_L1
L^2,M_L2,1524,3.835011e1,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,8.882e-16,1524,false,2.395198e-2,M_L2,true,1.297650e1,4.000000,8.330578e2,2.082644e2,torus,4,torus|33|L^2,96,96,7.445235e-1,2,9.393089e1,0,2,1.200128e0,true,33,7.445235e-1,7.468167,21,0.043297,element_exceeds_domain,0,72,72,M_L1
L^2,M_L3,1524,5.257259e1,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,2.887e-15,1524,false,2.409415e-2,M_L2,true,1.297650e1,4.000000,1.105175e3,2.762937e2,torus,4,torus|33|L^2,96,96,7.445235e-1,3,9.790777e1,0,2,1.196593e0,true,33,7.445235e-1,7.468167,21,0.040605,element_exceeds_domain,0,72,72,M_L1
L^2,M_Linf,1524,1.641738e2,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,5.995e-15,1524,false,2.742341e-2,M_L2,true,1.297650e1,4.000000,3.023431e3,7.558578e2,torus,4,torus|33|L^2,96,96,7.445235e-1,inf,1.093956e2,0,2,1.175554e0,true,33,7.445235e-1,7.468167,21,0.031288,element_exceeds_domain,0,72,72,M_L1
L^3,M_L1,1524,4.275738e1,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,1.554e-15,1524,false,2.607735e-2,M_L3,true,1.297650e1,4.000000,5.041199e2,1.260300e2,torus,4,torus|33|L^3,96,96,1.357995e0,1,8.605073e1,0,3,1.213730e0,true,33,7.276831e-1,7.310226,21,0.055928,element_exceeds_domain,0,72,72,M_L1
L^3,M_L2,1524,7.387120e1,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,8.882e-16,1524,false,2.494110e-2,M_L3,true,1.297650e1,4.000000,8.330578e2,2.082644e2,torus,4,torus|33|L^3,96,96,1.357995e0,2,9.393089e1,0,3,1.200128e0,true,33,7.276831e-1,7.310226,21,0.049210,element_exceeds_domain,0,72,72,M_L1
L^3,M_L3,1524,1.008217e2,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,2.887e-15,1524,false,2.477339e-2,M_L3,true,1.297650e1,4.000000,1.105175e3,2.762937e2,torus,4,torus|33|L^3,96,96,1.357995e0,3,9.790777e1,0,3,1.196593e0,true,33,7.276831e-1,7.310226,21,0.045288,element_exceeds_domain,0,72,72,M_L1
L^3,M_Linf,1524,3.125661e2,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,5.995e-15,1524,false,2.742341e-2,M_L3,true,1.297650e1,4.000000,3.023431e3,7.558578e2,torus,4,torus|33|L^3,96,96,1.357995e0,inf,1.093956e2,0,3,1.175554e0,true,33,7.276831e-1,7.310226,21,0.031307,element_exceeds_domain,0,72,72,M_L1
L^inf,M_L1,1524,1.881699e2,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,1.554e-15,1524,false,4.614009e-2,M_Linf,true,1.297650e1,4.000000,5.041199e2,1.260300e2,torus,4,torus|33|L^inf,96,96,5.024670e0,1,8.605073e1,0,inf,1.213730e0,true,33,6.555335e-1,6.024670,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^inf,M_L2,1524,3.115217e2,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,8.882e-16,1524,false,3.901663e-2,M_Linf,true,1.297650e1,4.000000,8.330578e2,2.082644e2,torus,4,torus|33|L^inf,96,96,5.024670e0,2,9.393089e1,0,inf,1.200128e0,true,33,6.555335e-1,6.024670,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^inf,M_L3,1524,4.135655e2,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,2.887e-15,1524,false,3.580319e-2,M_Linf,true,1.297650e1,4.000000,1.105175e3,2.762937e2,torus,4,torus|33|L^inf,96,96,5.024670e0,3,9.790777e1,0,inf,1.196593e0,true,33,6.555335e-1,6.024670,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^inf,M_Linf,1524,1.133662e3,false,false,violation_outside_l1,false,true,false,3.777088e9,2.960273e4,32,0.020997,1524,false,true,0.014000,5.138122,0.125000000,1.524000e3,5.995e-15,1524,false,2.742341e-2,M_Linf,true,1.297650e1,4.000000,3.023431e3,7.558578e2,torus,4,torus|33|L^inf,96,96,5.024670e0,inf,1.093956e2,0,inf,1.175554e0,true,33,6.555335e-1,6.024670,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^1,M_L1,6032,3.881093e-1,true,false,theory_holds,true,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,7.105e-15,6032,true,3.935972e-3,M_L1,true,6.504029e0,4.000000,2.360889e2,5.902223e1,torus,4,torus|65|L^1,96,96,0.000000e0,1,3.960698e2,0,1,1.398914e0,true,65,6.729000e-1,6.455557,21,0.037444,none,0,72,72,M_L1
L^1,M_L2,6032,6.492680e-1,true,false,theory_holds,true,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,8.882e-15,6032,true,3.976460e-3,M_L1,true,6.504029e0,4.000000,3.753641e2,9.384102e1,torus,4,torus|65|L^1,96,96,0.000000e0,2,4.657817e2,0,1,1.391725e0,true,65,6.729000e-1,6.455557,21,0.035718,none,0,72,72,M_L1
L^1,M_L3,6032,8.701082e-1,true,false,theory_holds,true,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,5.551e-16,6032,true,4.033968e-3,M_L1,true,6.504029e0,4.000000,4.867236e2,1.216809e2,torus,4,torus|65|L^1,96,96,0.000000e0,3,5.074490e2,0,1,1.385608e0,true,65,6.729000e-1,6.455557,21,0.034609,none,0,72,72,M_L1
L^1,M_Linf,6032,2.505461e0,true,false,theory_holds,true,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,5.551e-15,6032,true,4.464892e-3,M_L1,true,6.504029e0,4.000000,1.219958e3,3.049895e2,torus,4,torus|65|L^1,96,96,0.000000e0,inf,6.719087e2,0,1,1.328198e0,true,65,6.729000e-1,6.455557,21,0.030263,none,0,72,72,M_L1
L^2,M_L1,6032,4.998347e0,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,7.105e-15,6032,false,4.157665e-3,M_L2,true,6.504029e0,4.000000,2.360889e2,5.902223e1,torus,4,torus|65|L^2,96,96,6.873130e-1,1,3.960698e2,0,2,1.398914e0,true,65,6.873130e-1,6.655391,21,0.050989,element_exceeds_domain,0,72,72,M_L1
L^2,M_L2,6032,8.433775e0,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,8.882e-15,6032,false,4.111327e-3,M_L2,true,6.504029e0,4.000000,3.753641e2,9.384102e1,torus,4,torus|65|L^2,96,96,6.873130e-1,2,4.657817e2,0,2,1.391725e0,true,65,6.873130e-1,6.655391,21,0.045609,element_exceeds_domain,0,72,72,M_L1
L^2,M_L3,6032,1.134731e1,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,5.551e-16,6032,false,4.126067e-3,M_L2,true,6.504029e0,4.000000,4.867236e2,1.216809e2,torus,4,torus|65|L^2,96,96,6.873130e-1,3,5.074490e2,0,2,1.385608e0,true,65,6.873130e-1,6.655391,21,0.042482,element_exceeds_domain,0,72,72,M_L1
L^2,M_Linf,6032,3.326595e1,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,5.551e-15,6032,false,4.464892e-3,M_L2,true,6.504029e0,4.000000,1.219958e3,3.049895e2,torus,4,torus|65|L^2,96,96,6.873130e-1,inf,6.719087e2,0,2,1.328198e0,true,65,6.873130e-1,6.655391,21,0.031337,element_exceeds_domain,0,72,72,M_L1
L^3,M_L1,6032,1.235024e1,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,7.105e-15,6032,false,4.322193e-3,M_L3,true,6.504029e0,4.000000,2.360889e2,5.902223e1,torus,4,torus|65|L^3,96,96,1.224892e0,1,3.960698e2,0,3,1.398914e0,true,65,6.645209e-1,6.449442,21,0.059278,element_exceeds_domain,0,72,72,M_L1
L^3,M_L2,6032,2.055724e1,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,8.882e-15,6032,false,4.215246e-3,M_L3,true,6.504029e0,4.000000,3.753641e2,9.384102e1,torus,4,torus|65|L^3,96,96,1.224892e0,2,4.657817e2,0,3,1.391725e0,true,65,6.645209e-1,6.449442,21,0.052236,element_exceeds_domain,0,72,72,M_L1
L^3,M_L3,6032,2.747795e1,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,5.551e-16,6032,false,4.199065e-3,M_L3,true,6.504029e0,4.000000,4.867236e2,1.216809e2,torus,4,torus|65|L^3,96,96,1.224892e0,3,5.074490e2,0,3,1.385608e0,true,65,6.645209e-1,6.449442,21,0.047892,element_exceeds_domain,0,72,72,M_L1
L^3,M_Linf,6032,7.965218e1,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,5.551e-15,6032,false,4.464892e-3,M_L3,true,6.504029e0,4.000000,1.219958e3,3.049895e2,torus,4,torus|65|L^3,96,96,1.224892e0,inf,6.719087e2,0,3,1.328198e0,true,65,6.645209e-1,6.449442,21,0.031385,element_exceeds_domain,0,72,72,M_L1
L^inf,M_L1,6032,8.765835e1,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,7.105e-15,6032,false,6.706088e-3,M_Linf,true,6.504029e0,4.000000,2.360889e2,5.902223e1,torus,4,torus|65|L^inf,96,96,4.217521e0,1,3.960698e2,0,inf,1.398914e0,true,65,5.958152e-1,5.217521,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^inf,M_L2,6032,1.398865e2,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,8.882e-15,6032,false,5.904283e-3,M_Linf,true,6.504029e0,4.000000,3.753641e2,9.384102e1,torus,4,torus|65|L^inf,96,96,4.217521e0,2,4.657817e2,0,inf,1.391725e0,true,65,5.958152e-1,5.217521,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^inf,M_L3,6032,1.816463e2,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,5.551e-16,6032,false,5.525237e-3,M_Linf,true,6.504029e0,4.000000,4.867236e2,1.216809e2,torus,4,torus|65|L^inf,96,96,4.217521e0,3,5.074490e2,0,inf,1.385608e0,true,65,5.958152e-1,5.217521,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^inf,M_Linf,6032,4.573593e2,false,false,violation_outside_l1,false,true,false,3.939380e9,4.605682e5,32,0.005305,6032,false,true,0.014000,5.138122,0.062500000,6.032000e3,5.551e-15,6032,false,4.464892e-3,M_Linf,true,6.504029e0,4.000000,1.219958e3,3.049895e2,torus,4,torus|65|L^inf,96,96,4.217521e0,inf,6.719087e2,0,inf,1.328198e0,true,65,5.958152e-1,5.217521,21,1.000000,element_exceeds_domain,0,72,72,M_L1
L^1,M_L1,1090,8.323207e1,true,false,theory_holds,true,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,1.228e-10,1090,true,2.090514e-3,M_L1,true,4.874328e2,4.000000,5.252624e2,1.313156e2,box_exact,4,box_exact|17|L^1,96,96,0.000000e0,1,9.665388e1,0,1,1.287977e-7,true,17,9.504560e-1,25.804477,21,0.002164,none,0,72,72,M_L1
L^1,M_L2,1090,1.623405e2,true,false,theory_holds,true,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,7.382e-11,1090,true,2.639544e-3,M_L1,true,4.874328e2,4.000000,9.126950e2,2.281738e2,box_exact,4,box_exact|17|L^1,96,96,0.000000e0,2,9.016603e1,0,1,2.439969e-7,true,17,9.504560e-1,25.804477,21,0.001931,none,0,72,72,M_L1
L^1,M_L3,1090,2.505799e2,true,false,theory_holds,true,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,8.408e-12,1090,true,3.663716e-3,M_L1,true,4.874328e2,4.000000,1.266700e3,3.166751e2,box_exact,4,box_exact|17|L^1,96,96,0.000000e0,3,8.321320e1,0,1,3.555318e-7,true,17,9.504560e-1,25.804477,21,0.001737,none,0,72,72,M_L1
L^1,M_Linf,1090,2.147760e3,true,false,theory_holds,true,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,1.887e-13,1090,true,5.055992e-2,M_L1,true,4.874328e2,4.000000,4.105279e3,1.026320e3,box_exact,4,box_exact|17|L^1,96,96,0.000000e0,inf,5.933553e1,0,1,1.369315e-6,true,17,9.504560e-1,25.804477,21,0.001280,none,0,72,72,M_L1
L^2,M_L1,1090,1.154750e2,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,1.228e-10,1090,false,9.923518e-3,M_L2,true,4.874328e2,4.000000,5.252624e2,1.313156e2,box_exact,4,box_exact|17|L^2,96,96,8.387314e-1,1,9.665388e1,0,2,1.287977e-7,true,17,8.387314e-1,19.933992,21,0.002652,hessian_floor,0,72,72,M_L1
L^2,M_L2,1090,2.123275e2,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,7.382e-11,1090,false,9.096747e-3,M_L2,true,4.874328e2,4.000000,9.126950e2,2.281738e2,box_exact,4,box_exact|17|L^2,96,96,8.387314e-1,2,9.016603e1,0,2,2.439969e-7,true,17,8.387314e-1,19.933992,21,0.002375,hessian_floor,0,72,72,M_L1
L^2,M_L3,1090,3.071626e2,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,8.408e-12,1090,false,9.366016e-3,M_L2,true,4.874328e2,4.000000,1.266700e3,3.166751e2,box_exact,4,box_exact|17|L^2,96,96,8.387314e-1,3,8.321320e1,0,2,3.555318e-7,true,17,8.387314e-1,19.933992,21,0.002188,hessian_floor,0,72,72,M_L1
L^2,M_Linf,1090,2.301878e3,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,1.887e-13,1090,false,5.055992e-2,M_L2,true,4.874328e2,4.000000,4.105279e3,1.026320e3,box_exact,4,box_exact|17|L^2,96,96,8.387314e-1,inf,5.933553e1,0,2,1.369315e-6,true,17,8.387314e-1,19.933992,21,0.001554,hessian_floor,0,72,72,M_L1
L^3,M_L1,1090,1.304539e2,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,1.228e-10,1090,false,1.802209e-2,M_L3,true,4.874328e2,4.000000,5.252624e2,1.313156e2,box_exact,4,box_exact|17|L^3,96,96,1.609335e0,1,9.665388e1,0,3,1.287977e-7,true,17,8.245062e-1,18.530444,21,0.003128,hessian_floor,0,72,72,M_L1
L^3,M_L2,1090,2.380140e2,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,7.382e-11,1090,false,1.601675e-2,M_L3,true,4.874328e2,4.000000,9.126950e2,2.281738e2,box_exact,4,box_exact|17|L^3,96,96,1.609335e0,2,9.016603e1,0,3,2.439969e-7,true,17,8.245062e-1,18.530444,21,0.002713,hessian_floor,0,72,72,M_L1
L^3,M_L3,1090,3.403981e2,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,8.408e-12,1090,false,1.580858e-2,M_L3,true,4.874328e2,4.000000,1.266700e3,3.166751e2,box_exact,4,box_exact|17|L^3,96,96,1.609335e0,3,8.321320e1,0,3,3.555318e-7,true,17,8.245062e-1,18.530444,21,0.002483,hessian_floor,0,72,72,M_L1
L^3,M_Linf,1090,2.417369e3,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,1.887e-13,1090,false,5.055992e-2,M_L3,true,4.874328e2,4.000000,4.105279e3,1.026320e3,box_exact,4,box_exact|17|L^3,96,96,1.609335e0,inf,5.933553e1,0,3,1.369315e-6,true,17,8.245062e-1,18.530444,21,0.001747,hessian_floor,0,72,72,M_L1
L^inf,M_L1,1090,1.963484e2,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,1.228e-10,1090,false,7.027106e-2,M_Linf,true,4.874328e2,4.000000,5.252624e2,1.313156e2,box_exact,4,box_exact|17|L^inf,96,96,1.425920e1,1,9.665388e1,0,inf,1.287977e-7,true,17,7.399459e-1,15.259198,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L2,1090,3.416356e2,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,7.382e-11,1090,false,5.964309e-2,M_Linf,true,4.874328e2,4.000000,9.126950e2,2.281738e2,box_exact,4,box_exact|17|L^inf,96,96,1.425920e1,2,9.016603e1,0,inf,2.439969e-7,true,17,7.399459e-1,15.259198,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_L3,1090,4.743876e2,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,8.408e-12,1090,false,5.676512e-2,M_Linf,true,4.874328e2,4.000000,1.266700e3,3.166751e2,box_exact,4,box_exact|17|L^inf,96,96,1.425920e1,3,8.321320e1,0,inf,3.555318e-7,true,17,7.399459e-1,15.259198,21,1.000000,hessian_floor,0,72,72,M_L1
L^inf,M_Linf,1090,2.996119e3,false,false,violation_outside_l1,false,true,false,6.000000e9,3.824847e0,1050,0.963303,1090,false,true,0.014000,5.138122,0.250000000,1.090000e3,1.887e-13,1090,false,5.055992e-2,M_Linf,true,4.874328e2,4.000000,4.105279e3,1.026320e3,box_exact,4,box_exact|17|L^inf,96,96,1.425920e1,inf,5.933553e1,0,inf,1.369315e-6,true,17,7.399459e-1,15.259198,21,1.000000,hessian_floor,0,72,72,M_L1
L^1,M_L1,4450,2.107437e1,true,false,theory_holds,true,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,4.434e-10,4450,true,1.259419e-4,M_L1,true,4.165210e2,4.000000,2.269592e2,5.673980e1,box_exact,4,box_exact|33|L^1,96,96,0.000000e0,1,6.831065e2,0,1,0.000000e0,true,33,1.086142e0,53.216445,21,0.000902,none,0,72,72,M_L1
L^1,M_L2,4450,4.396411e1,true,false,theory_holds,true,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,2.536e-11,4450,true,1.826684e-4,M_L1,true,4.165210e2,4.000000,3.870219e2,9.675548e1,box_exact,4,box_exact|33|L^1,96,96,0.000000e0,2,6.112681e2,0,1,0.000000e0,true,33,1.086142e0,53.216445,21,0.000739,none,0,72,72,M_L1
L^1,M_L3,4450,7.435062e1,true,false,theory_holds,true,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,3.296e-11,4450,true,2.934639e-4,M_L1,true,4.165210e2,4.000000,5.404941e2,1.351235e2,box_exact,4,box_exact|33|L^1,96,96,0.000000e0,3,5.331553e2,0,1,0.000000e0,true,33,1.086142e0,53.216445,21,0.000611,none,0,72,72,M_L1
L^1,M_Linf,4450,1.121503e3,true,false,theory_holds,true,true,false,1.200000e10,3.824847e0,4410,0.991011,4450,false,true,0.014000,5.138122,0.125000000,4.450000e3,1.199e-14,4450,true,9.897445e-3,M_L1,true,4.165210e2,4.000000,1.816356e3,4.540889e2,box_exact,4,box_exact|33|L^1,96,96,0.000000e0,inf,3.031085e2,0,1,0.000000e0,true,33,1.086142e0,53.216445,21,0.000265,none,0,72,72,M_L1
